data\F025_029.wav	بۇ خىل تىپىك قۇرغاق مۇھىت بىر نەچچە يۈز يىلدىن كىيىن تىپىك بوستانلىق لاندىشافتىنى بارلىققا كەلتۈردى 
data\F025_030.wav	موڭغۇل پارتىزانلىرىنىڭ باشلىقلىرىدىن يىرلېگىلېن موقدۇر سىرىم قاتالىقلار ۋە بىرقانچە موڭغۇل يىگىتلىرىمۇ تەييارلىقتا تۇرغان ئىكەن دەرھال ھەرىكەتلىنىپ بىزگە ئىچكى جەھەتتىن ماسلاشتى 
data\F026_001.wav	كارىڭ نېمە بالاڭزا ئاكاڭنىڭ ياڭزىسى بار جۇمۇ تېزرەك بېرىپ ھاجەتخانەڭنى تازىلىغىنا بوڭقۇش دەپ ۋارقىراپتىمەن ئاچچىقىمدا 
data\F026_002.wav	ئافغانىستان جېلماند ئۆلكىسىنىڭ بىر ئەمەلدارى مۇنداق دېدى 
data\F026_003.wav	موسكۋا شەھىرىنىڭ باشلىقى لۇژكوۋ ئالاھىدە چىراغلىق ساقچى ماشىنىسىنى زۇڭتۇڭ زۇڭلى ۋە باش پوپتىن ئىبارەت ئۈچلا كىشى ئىشلىتىشكە بولىدۇ دېدى 
data\F026_004.wav	قازاقىستان ئۆزبېكىستان ۋە تاجىكىستانلار بىردىن روتا باشقا دۆلەتلەر بىردىن ۋوزۋوت ئەۋەتمەكچى 
data\F026_005.wav	جىنشاجياڭ دەرياسىدىكى شياڭجيا توسمىسى سۇ ئېلېكتر ئىستانسىسى قۇرۇلۇشىدا ئىش باشلاندى 
data\F026_006.wav	پاكىستان ئارمىيىسى بۈگۈن ھاتەف ئۈچ بەلگىلىك قىسقا مۇساپىلىك زەمبىرەك ئوقىسىمان ئۇچىدىغان باشقۇرۇلىدىغان بومبىنى مۇۋەپپەقىيەتلىك سىناق قىلدى 
data\F026_007.wav	شاڭخەيدىكى خۇاڭپۇجياڭ دەرياسىغا چۆكتۈرۋېتىلگەن ئونمىڭ توننىلىق يىنچۇ ناملىق پاراخوت ئىككىنچى دېكابىر سۈزىۋېلىندى 
data\F026_008.wav	سەھافنىڭ خوتۇنى رامىيە بىلەن قىزى سەفەف كۈتۈلمىگەن ۋەقەنىڭ يۈز بېرىشىدىن قورقۇپ ئۇنىڭ يېنىدىن نېرى كەتمەيدىكەن 
data\F026_009.wav	ئامېرىكا ئارمىيىسى تۆتىنچى پىيادىلەر دىۋىزىيىسىنىڭ باياناتچىسى مايور چوسلىن ئاپول مۇنداق دېدى 
data\F026_010.wav	ناھىيە بازىرىنىڭ ئۆزىدىلا ئوردىكۆل چىنەكۆل غوجىۋەگ كۆلى بولقا ئۆستەڭ كۆلى بازار جەمى كۆلى يېڭى بازاركۆلى قۇمكۆل مارجانكۆل خانكۆل قاتارلىق ئون بەشتىن ئارتۇق كۆل بار 
data\F026_011.wav	دۇنيادىكى ئەڭ چوڭ سېمونت ئىشلەپچىقىرىش شىركىتى فرانسىيە رافاج شىركىتى جۇش ئۇرۇپ راۋاجلىنىۋاتقان ئوتتۇرا شەرق بىناكارلىق ساھەسىدىكى ئورنىنى كۈچەيتىش ئۈچۈن يېقىندا مىسىردىكى بىر شىركەتنى ئون ئىككى مىليارد توققۇز يۈز مىليون دوللارغا سېتىۋالىدىغانلىقىنى جاكارلىدى 
data\F026_012.wav	ئانۇئاتۇ جۇمھۇرىيىتىنىڭ دىپلۇماتىيە مىنىستىرى جويتىس ۋېرس يىگىرمىنچى يانۋاردىن باشلاپ مۇشۇ ئاينىڭ يىگىرمە بەشىنچى كۈنىگىچە تەكلىپ بىلەن ئېلىمىزدە زىيارەتتە بولىدۇ 
data\F026_013.wav	گېرمانىيە بېرلىن سان جوزىف دوختۇرخانىسى يېڭى بىر خىل داۋالاش ئۇسۇلى يەنى ئالاھىدە ياسالغان سېمونت ئوكۇل نى سۆڭەككە كىرگۈزۈپ سۆڭەك شالاڭلىشىش كېسىلىنى داۋالىغان 
data\F026_014.wav	شوتلاندىيىنىڭ پادىشاھى ئالىكساندىر ياردىن چۈشۈپ كىتىپ قازا قىلغاندىن كىيىن شوتلاندىيىنىڭ خان تەختىگە ۋارسلىق قىلىش نورۋېگىيە قان سىسىتىمىسىدىكى مەلىكە ماگرىتنىڭ قولىغا قالغان بۇ قىزنىڭ ئاپىسى شوتلاندىيە پادىشاھى ئالىكساندىر ئىككى نىڭ قىزى بولسىمۇ دادىسى نورۋېگىيەنىڭ پادىشاھى ئەلىك ئىدى 
data\F027_001.wav	بۇنىڭدىن تۆت يىل ئىلگىرى ئۇ جوھان خوپكىنس ئۇنىۋىرسىتېتى ئوتتۇرا ئاسىيا ۋە كاۋكازىيە تەتقىقات ئىنىستىتۇتىنىڭ شىنجاڭ تەتقىقات لايىھىسى دەپ ئاتالغان چوڭ ھەجىملىك تەتقىقات پىلانىغا رەھبەرلىك قىلىپ شىنجاڭ جۇڭگونىڭ مۇسۇلمانلار چېگرىسى دەپ ئاتالغان كىتابنى باش بولۇپ نەشىر قىلدۇرغان 
data\F027_002.wav	ئىداج ئەلەم ئىراق دېڭىز قولتۇقى ئۇرۇىشىدىن كىيىن كەنىتتىكى كىشىلەر بالىلىرىغا سادام ھۈسەيىن دەپ ئىسىم قويۇشتى دىدى 
data\F027_003.wav	يەنە بىر نەرسىنى ئۇنتۇپ قالغىلى تاس قاپتىمەن قاتتىق دېسكىنىڭ ئىچىدە باففېر دەيدىغان بىر ئۇچۇر ساقلاش ئورنى بولۇپ قاتتىق دېسكا تەخسىىسىگە يېزىلىدىغان ياكى ئوقۇلىدىغان ئۇچۇرلار ئاۋال مۇشۇ ئورۇنغا تېز سۈرئەتتە توشۇلۇپ ئاندىن كومپىيۇتېر ئىچكى ساقلىغۇچىغا يوللىنىدۇ ياكى ئىچىكى ساقلىغۇچىتىن قاتتىق دېسكا تەخسىسىگە يېزىلىدۇ 
data\F027_004.wav	بۇرۇنقى زاماندىكى تۆمۈر تۆبرۈك قاتارلىقلاردىن تارتىپ ھازىرقى زاماندا ئۆتكەن جەنبوزەنگىچە ئىسمى ئەرەپچە قويۇلغان مەخمۇت قەشقىرى يۈسۈپ خاس ھاجىپ بوۋىلىرىمىزنىڭ ئۇيغۇرلىقىنى ئىسپاتلىماق ئۈچۈن ئالىملىرىمىز ئاز جاپا تارتمىدى ۋە تارتماقتا 
data\F027_005.wav	سادامنىڭ ئانىسى سۇباھا تورفاھ ئالەمدىن ئۆتكەندىن كىيىن ھۆكۈمەت مەبلەغ چىقىرىپ تىكرىتقا ئۇنىڭ نامىدا مەسچىت سالغان 
data\F027_007.wav	زاۋۇتىمىز جوك ماركىلىق بىر قىسىم مەھسۇلاتلارنىمۇ بازارغا سالدى 
data\F027_008.wav	ئادەتتە ئېيتىلدىغان قاراماي نېفىتلىكى تار مەنىدە قاراماي نېفىتلىكى ۋە ئۇنىڭ ئەتراپىدىكى قىزىلتاغ ئاقبۇلاق ئۇرقۇ شەيتان كەرش چېپەيزە شازغەت قاتارلىق نېفىتلىكلەرنى ئۆز ئىچىگە ئالىدۇ 
data\F027_009.wav	ئىران پارلامېنتىنىڭ دېپلوماتىيە كومىتېتى بىلەن دۆلەت خەۋپىسزلىكى كومىتېتىنىڭ رەئىسى ئالادىن بۇرۇجېد مۇنداق دېدى 
data\F027_010.wav	كالىفورنىيە ئۇنىۋېرسىتېتى قارىمىقىدىكى دەپۈس مەكتىۋىدە ئېلىپ بېرىلغان بىر قاتار تەكشۈرۈشلەردىن ئىسپاتلىنىشىچە ئاياللارنىڭ تېنىدە يىگىرمە بەش پىرسەنت ماي ماددىسى ئەرلەرنىڭ تېنىدە ئون بەش پىرسەنت ماي ماددىسى بولىدىكەن 
data\F027_011.wav	بۇ پارىژدىكى مېبرون مېترو بېكىتىنىڭ چىقىش ئېغىزى 
data\F027_012.wav	بەلبېغىمدا ئۇنىڭ تۈگۈكلۈك قەغىزى بار 
data\F027_013.wav	بۇنىڭدا قەلەمپۇر لاچىندانە جۆزنىڭ ھەربىرى ئون گرامدىن تەڭشەلسە بولىدۇ 
data\F027_014.wav	ئۇلار ماگابىزوس سودانىس قاتارلىق داھىيلار ئىدى 
data\F027_015.wav	بۇ قېتىمقى توپىلاڭ گادلوشىيە ئاراخوسىيە قاتارلىق جايلارغىچە كېڭەيگەن 
data\F027_016.wav	ئۇلار قوماندانى قاپۇغچى ئوغلى مۇستاپانىڭ باشچىلىقىدا پايتەخت ئىستانبۇلغا كىرىپ بەيگە مەيدانىدا چوڭ لاگېر قۇردى 
data\F027_017.wav	بۇ يېژوفنىڭ دوكلاتى ئاساسىدا ماقۇللىغان قارار 
data\F027_018.wav	قىشتا گاز ئوچاققا ئوت ياقىمەن يازدا يەلپۈگۈچ بىلەن يەلپۈيمەن 
data\F027_019.wav	مېنىڭ سىتاژىم قانداق ھېسابلىنىشى كېرەك 
data\F027_020.wav	پادىشاھ جوج بىلەن خانىشنىڭ تۇرمۇشى ئاددى ھەم رەتلىك ئىدى 
data\F027_021.wav	بۇ ئاشخاننىڭ خوجايىنى يوبىف دىنا موزاتنىڭ ئەھۋالىغان ناھايىتى ئىچ ئاغرىتاتتى 
data\F027_022.wav	باتۇخان قىسىملىرى كوروژىچنايا دېگەن دەريانى بويلاپ مېڭىپ قېلىن ئورمانغا جايلاشقان كويى دېگەن بىر جايغا كېلىپ توختىدى 
data\F027_023.wav	مىلادىيىنىڭ ئىككى يۈز تۆتىنچى يىلى جۇرجان ئاتامانى سەللان تۇغلا دەرياسى ۋادىسىنى مەركەز قىلغان تۆلۆسلەرگە ھۇجۇم قىلىپ ئۇلارنىڭ زېمىنىغا بېسىپ كىردى ھەمدە قاڭقىللارنىڭ بىرنەچچە قەبىلىسىنى شۇنىڭدەك ھۇنلارنىڭ قالدۇق قىسىملىرىنى ئۆزىگە قوشۇۋېلىپ تۇغلا دەرياسىنىڭ قىرغىقىدىكى ئۆتۈكەن تېغىدا بارگاھ قۇردى ۋە ئۆزىنى چۇرتۇغ قاغان دەپ ئاتىدى 
data\F028_001.wav	پارتىيە ۋە ھۆكۈمەت رەھبەرلىرىدىن پىڭجىن دېڭشياۋپېڭ جياڭ زېمىن جورۇڭجى لى رۇيخۇەن چياۋشى ۋوباڭگو قاتارلىقلار بۇ جايغا كېلىپ ئېكىسكۇرسىيە ساياھەت قىلىپ خىزمەتلەرنى تەكشۈرۈپ يېتەكچىلىك قىلدى 
data\F028_002.wav	شۇنىڭ بىلەن ئۇلارنىڭ سۆزلىرىدە يالغۇزلۇق فەنا ئىتتىھاد بىرلىشىش ھۇلۇل سۇكرھوشسىزلىنىش سەھۋسەگەكلىك كەشف ئارىف ئەھۋال ماقاملار دېگەنگە ئوخشاش ئاتالغۇلار مەيدانغا كەلدى 
data\F028_003.wav	مۇشۇ توققۇزىنچى ئايدىن باشلاپ جۇڭگو ھىندىستان چېگرىسىدىكى ئامېرىكا ھاۋا ئارمىيىسىنىڭ ئون ئۈچىنچى ۋە ئون تۆتىنچى قىسىملىرىنى ئىشقا سېلىپ گومىنداڭنىڭ خۇنەن گۇاڭشىلاردىكى ئارمىيىسىنى نەنجىڭ تيەنجىن بېيپىڭلارغا توشۇشنى باشلىۋەتتى 
data\F028_004.wav	ئايروپىلاندا چېخسلوۋاكىيىنىڭ ئىككى ۋەكىلى يەنى چېخسلوۋاكىيىنىڭ بېرلىندا تۇرۇشلۇق ئەلچىسى ۋويتېھ ماستنى بىلەن پراگا تاشقى ئىشلار مىنىستىرلىقىدىن كەلگەن دوكتور ھۇبېرت ماسارىك بار ئىدى 
data\F028_005.wav	تەبىئەتنى ۋە كىشىلەرنىڭ ئەركىنلىك مۇھەببەت تۇرمۇش ھالىتىنى مەدھىيلەيدىغان سۇ مۇز بايرىمىنىڭ نەغمىلىرىمۇ ياشىسۇن تۈمەن مىڭ يىللار ياشىسۇن دېگەندەك خاننى مەدھىيلەپ خانغا ئۇزۇن ئۆمۈر تىلەيدىغان ئۇيۇنغا مەجبۇرى ئۆزگەرتىلدى 
data\F028_006.wav	ئىككى مىڭ يەتتىنچى يىل ئىككىنچى ئاينىڭ يەتتىنچى كۈنى دالاي گۇرۇھىنىڭ قورچاق پارلامېنت باشلىقى گېماچۈڭپېي مۇنداق دېدى جۇڭگونىڭ ئىككى مىڭ سەككىزىنچى يىللىق ئولىمپىك تەنھەركەت يېغىنىنى ئۆتكۈزۈشىدىن پايدىلىنىپ ھەرىكەت قوللىنىپ جۇڭگو ھۆكۈمىتىنى ئىككى مىڭ سەككىزىنچى يىلغىچە شىزاڭ مەسىلىسىنى ھەل قىلىشقا قىستايمىز 
data\F028_007.wav	ئۇ ھورلاندۇرۇپ داۋالاش دورا سۈيىگە چىلىنىپ داۋالاش بوغۇم ئارىلىقىغا چۈشكەن سۇنى تارتىپ ئېلىش دورا تارتىش شامچە قويۇش قاتارلىق داۋالاش ئۇسۇللىرىنى قوللىنىپ ياخشى ئۈنۈمگە ئېرىشىپ كەڭ خەلق ئاممىسىنىڭ قوللىشى ۋە ھۆرمىتىگە سازاۋەر بولغان 
data\F028_008.wav	جون خورستىلنىڭ رىقابەتچىسى بوللارد ئېللىسۋورتجون خورستىلنى قورالنى ئۆسمۈرلەرگە باسقۇنچىلىق قىلغانلارنى ئۆز ئىچىگە ئالغان جىنايەتچىلەرگە سېتىپ بېرىشنى تەرغىب قىلىۋاتىدۇ دەپ تەنقىد قىلدى 
data\F028_009.wav	ئادەتتە تۆۋەن تېمپىراتۇرىدا سۈيىنى تەڭشەش زاپچاسلارنىڭ قاتتىق چىداملىق بولۇشى سۈركىلىشكە بەرداشلىق بېرىشى تەلەپ قىلىنىدۇ 
data\F028_010.wav	فىرارينىڭ قىلدىغان قىلىق تاپالماي يىگىرمە يېشىدىلا ئۆلۈم يولنى تۇتقىنىغا قارىغاندا دەججالنىڭ ئازدۇرۇش ھىيلىسىنىڭ كۈچىمۇ چەكلىككەن بۇنىڭغا تايىنىپ ئاخىرقى زاماننى ئەمەلگە ئاشۇرۇش مۇمكىن ئەمەستەك تۇرىدۇ 
data\F028_011.wav	ئۇلۇغ خاقان كۆك تەڭرىنىڭ ئوغلى جىتخۇھا ئامگوكا ئالىيلىرىنىڭ سەلتەنىتىنىڭ ئون يەتتىنچى يىلى تۆتىنچى ئاينىڭ يىگىرمە سەككىزىنچى كۈنى سېڭكەي ئىسىملىك بىر ئەر كىشى بار بولۇپ ئۇ رەيبو ئىسىملىك بىر ئايالنى رومېيسۇغا سېتىشنى خالايدۇ 
data\F028_012.wav	قۇنتەيجىلەر قەدىمدىن تارتىپ ئادەملەرگە كىگىز ئۆي تىكىش ئۈچۈن ماتېرىيال سېتىۋالاتتى 
data\F028_013.wav	ئۇلار جاھانگىرنىڭ يارۇسلافدىن ئىجېسلاۋسكتىن ۋە باشقا شەھەرلەردىن قانداق ئېسىل نەرسىلەرنى غەنىيمەت ئالغانلىقىنى سۆزلىشىپ يول بويى ئاغزى بېسىلمىدى 
data\F028_014.wav	گەرچە مەن سېنى ياقتۇرۇپ قالغان ساڭا ئۈمۈد باغلىغان ساڭا ئۆزۈمنى بېغىشلاشنى قارار قىلغان بولساممۇ مەھبۇبەڭنىڭ مەۋجۇتلۇقى مېنى چەكلەپ تۇرۇپتۇ ئېيتە كۆزۈمنى يۇمۇپلا بۇ تاغقا ئۈسسەم بولامدۇ 
data\F029_001.wav	ناۋا ئۆزھال راك چەببىيات پەنجىگاھ مۇقاملىرىغا رەمەل بەھرىدىكى غەزەللەر سېلىنغان 
data\F029_002.wav	بېيجىڭ سۇيۋېي يولدىكى مەكتەپ مۇدىرى بىزنىڭ بۇ يەردە دەل ئوقۇغۇچىنىڭ ئىمتىھان نومۇرىغا ئاساسەن ئوقۇتقۇچىغا باھا بېرىلىدۇ دېدى 
data\F029_003.wav	يىگىرمە توققۇزىنچى ئىيۇندا سوۋېت ئارمىيىسى ھۇجۇمنى كۈچەيتىپ ۋىتېبسكى ۋە بۇبرۇيسكدىكى دۈشمەنلەرنى يوقاتتى ھەمدە پورشانى ئازاد قىلدى 
data\F029_005.wav	تۇنجى بولۇپ جۇڭگوغا كەلگەن دىن تەرغىباتچىسى روب بىر مىڭ سەككىز يۈز يەتتىنچى يىلى ئاۋمېنغا قەدەم باستى 
data\F029_006.wav	گۈلھېپىزەم خورازغا ئەگەشكەن مېكىياندەك ئۇنىڭغا ياندىشىپ ماڭدى 
data\F029_007.wav	ئېلزاد يىغىقلىق يوتقان كۆرپىلەرنى ئۆرۈپ ئۈستىدە موللاق ئېتىپ ئوينىدى 
data\F029_008.wav	دورا تۈرلىرى جەھەتتە مەتبۇخ رۇببى قۇرس سۇفۇف قاتارلىقلارنى ئىشلىتىدۇ 
data\F029_010.wav	ئەسكىھسار دېگەن جايغا يۈسۈپ خاس ھاجىم دەپنە قىلىنغان 
data\F029_011.wav	ئۇ بىرى بىلەن مۇقىم ئارىلاشسا نەدە تۇردۇڭ نەدە يۈردۈڭ دەپ سوراق قىلىشىدىن ئەنسىرەيتتى 
data\F029_012.wav	بۇ خىل كېگىز ئۆي تۈركلەر دەۋرىدە شىمالىي دالادىكى پەۋقۇلئاددە مەنزىرىلەرنى شەكىللەندۈرگەن ئىدى 
data\F029_013.wav	لېنىن سۈرگۈندىن قايتىپ كېلىپ ميۇنخېنغا كەتتى 
data\F029_014.wav	ھەرقانداق بىر ئەسەردە باش پېرسوناژ ئىنتايىن مۇھىم ئورۇندا تۇرىدۇ 
data\F029_015.wav	ئۇ ھەرقانداق بىر ئادەم تەرىپىدىن تونۇلۇشقا موھتاج ئەمەستۇر 
data\F029_016.wav	سابىق سوۋېت ئىتتىپاقىنىڭ ئاخىرقى زۇڭتۇڭى گورباچېف چار رۇسىيىنىڭ ئاخىرقى پادىشاھىدىن پەقەت بىر سانتىمېتىر ئېگىز ئىكەن 
data\F029_017.wav	ئۇ تراخوما خىلامديىسى ۋە ئۇرېئانى پارچىلىغۇچى مىكوپلازما قاتارلىق جاراسىملارنىڭ تەسىرىدىن پەيدا بولىدۇ 
data\F029_018.wav	غېنى ئاتنىڭ چۇلۋۇرىنى غانجۇغىسىغا باغلىۋالغان چال بىلەن ئالدىرىماي ماڭدى 
data\F029_019.wav	قۇتادغۇبىلىك تىن باشلاپ ھازىرغىچە نۇرغۇنلىغان ئەسەرلەر ئارۇز ۋەزنىدە يېزىلدى 
data\F029_020.wav	ماربولو نوتتىنگخام قاتارلىق ئۇنسۇرلارنى ھەيدىۋېتىپ ئۆزىنىڭ ھەربىي تالانتىنى نامايان قىلدى 
data\F029_021.wav	تۆۋەن قوۋۇقتىكى سودا شەھەرچىسىنىڭ ئوتتىن مۇداپىئەلىنىش ئەھۋالىنى تەكشۈرۈش خىزمىتى توققۇزىنچى يانۋار ئاياغلاشتى 
data\F029_022.wav	چىرتيوژچىلىق ستاندارتدا كەسمە كۆرۈنۈش پۈتۈك كەسمە كۆرۈنۈش يېرىم كەسمە كۆرۈنۈش ۋە قىسمەن كەسمە كۆرۈنۈش دەپ ئۈچ تۈرگە بۆلۈنىدۇ 
data\F029_023.wav	ئۈچ كۈنلۈك باچكىلارغا شپىرىسقا ئىنچىكە يۇمشاق رېزىنكە شلانكا ئورنىتىپ مۇشۇنىڭ بىلەن يەم يېگۈزسە بولىدۇ 
data\F029_024.wav	ئۈجمە تايىقى بىلەن ئاتنى كۈچۈمنىڭ بارىچە بىرنەچچە قېتىم ئۇردۇم 
data\F029_025.wav	ھەللەج رادىكال جاھىل ۋە دەبدەبىچى بولغىنىدىن سىرت ئۇنىڭ شەخسىيىتىدە نۇرغۇن گۇڭگىلىقلار مەۋجۇت ئىدى 
data\F029_026.wav	كۇلۇجىخاف فېيسىي ئوت قويۇش ۋەقەسى يۈز بەرگەندە جۇڭگولۇقلار دۇكانلىرىدا ئادەم يوق ئىدى دېدى 
data\F029_027.wav	سېتو يېزىسىدىكى كىچىك دۇكاندا يەرلىكلەر ئېچىتقان پەپسى كولاسىلا بار 
data\F029_028.wav	كۈندىلىك تۇرمۇشتا پەلەمپەيدىن چۈشكەندە پەلەمپەينى سانىسىمۇ خەلق مەيدانىدا خىشنى سانىسا يول ماڭغاندا يول بويىدىكى دەرەخلەرنى سانىسىمۇ بولىدۇ 
data\F029_029.wav	دېلو ئەھۋالىدىن قارىغاندا ئۇ كۇسپۇرۇچ تېخى مەخسۇس بايلارنىڭ ئۆيىگە چۈشىدىكەن قوي پوي كىيىم كېچەك كىگىز پالاس دېگەندەك نەرسىلەرگە ھەرگىز تەگمەيدىكەن 
data\F029_030.wav	ئەمدىغۇ بولغاندۇ دېدى ھاجىم ساۋۇت ئاكىغا پۇلنى بېرىۋېتىپ ھۈرپەيگەندەك قاراپ 
data\F029_031.wav	ماۋۇ قويمىچىلارنىڭ ئۇستىلىغىنى كۆرمەمدىغان دېدى ساۋۇت ئاكا ئېغىر ئۇھسىنىپ ئۆزۈمنىڭ قوچقىرىنى ئۆزۈمگە سېتىپتۇ ئەمەسمۇ 
data\F030_001.wav	كومانلار سۆيۈملۈك يولباشچىنىڭ پاجئەلىك ئۆلۈمىدىن خەۋەر تاپقاندىن كېيىن دەرھال ئۆيلىرىنى يىغىشىپ ئۇلاغلارغا ئارتىپ ماللىرىنى ھەيدەپ دوناي دەرياسىنىڭ تۆۋەنكى ئېقىنىدىكى رودقا قاراپ يۆتكىلىپ بۇلغارىيە پادىشاھى كالۇدىن پاناھلىق تىلىدى 
data\F030_002.wav	ئۆيۈڭدە دەردلەرنى تارتىپ دەردىڭگە دەرمان بولىدىغان ياخشى خوتۇنۇڭ بولسا ھېچ نەرسىدىن غەم يېمىسەڭمۇ بولىدۇ 
data\F030_003.wav	ئاكلىت بىر قىزنىڭ قولىنى مۇۋەپپەقىيەتلىك ئوپراتسىيە قىلىپ ساقايتىپ ھىندىستاندىكى مەشھۇر شەخسكە ئايلانغان 
data\F030_004.wav	گۆدەك ئابلىز ھارۋىغا چىقتى ئۇ ئابلىزنىڭ بېشىنى چاپىنى بىلەن يۆگەپ ئۆيگە ئېلىپ بېرىپ سامانلىققا ئەكىرىپ باغلاپ قويدى ۋە بۇ ئىشلارنى ئائىلىسىدىكىلەرگە سەزدۈرمەسلىك ئۈچۈن ئايالىنى ئاتا ئانىسىنىڭ ئۆيىگە كەتكۈزىۋەتتى 
data\F030_005.wav	ئۇيغۇر خەلقىنىڭ فېئۇدال بەگلەرنىڭ ۋە پومېشچىكلار سىنىپىنىڭ ھۆكۈمرانلىقىدىكى جەبىر جاپالىق تۇرمۇشىنى ئەكس ئەتتۈرىدىغان قوشاقلار بار 
data\F030_006.wav	ناھىيىلىك خەلق ھۆكۈمىتى بۇ يىل ئاتمىش تۇياق سافۇق قوچقىرى سېتىۋالدى 
data\F030_007.wav	قەمبەرخانىمنىڭ ئۇسسۇل ھاياتىي ئەكس ئەتتۈرۈلگەن فوتو سۈرەت كۆرگەزمىسى باشلاندى 
data\F030_008.wav	ھېيتنىڭ بىرىنچى كۈنى يەنى زۇلھەججە ئېنىڭ ھىجرىيىنىڭ ئېيى كۈنى كۈن نەيزە بۇيى ئۆرلىگەندىن باشلاپ كۈن قايرىلغىچە بولغان ئارىلىقتا قۇربان ھېيت نامىزى دەپ نىيەت قىلىپ جامائەت بولۇپ ئىككى رەكەت ناماز ئوقۇلىدۇ 
data\F030_009.wav	مىللەت گەۋدىسىدە مەھكۇملۇق روھسىزلىق چۈشكۈنلۈك نادانلىق قاششاقلىق تەپرىقىچىلىك قانائەتكويلۇق شۈكرىچىلىك ھەسەتخورلۇق خۇشامەتچىلىك زىناخورلۇق ئىللەتلىرى ئېغىر 
data\F030_010.wav	قوشنا كەنتلەردىكى سۇڭشياۋليۇ سۇڭخۇا جوۋشەن جوۋلۈييا ليۇلياڭ پېڭ شياۋچۇاڭ قاتارلىقلارمۇ نىكاھ گۇۋاھنامىسى بېجىرگىلى بارغاندا مۇشۇنداق ئەھۋالغا يولۇقۇپتۇ 
data\F030_011.wav	يەنە بىر خىل مۇستەسنا ئادەملەرگە كەلسەك ئۇلار سۆيگۈ كۈچى بىلەن ئىندەككە كەلتۈرەلمىگەن نەرسىنى قانداقتۇر ئىلتپات پوپوزا نام شۆھرەت ئۆزگەرمەس ھەقىقەت دېگەن بىرنېمىلەر بىلەن ئىندەككە كەلتۈرۈپ بولمايدۇ 
data\F030_012.wav	بۇ كىتابنى تۈزۈشتە مېنى قوللىغان ئالاھىدە ياردەم قىلغان زور ئىلھام بەرگەن مۇختەرجان ياقۇپ مۇھەممەد كېرەم ئىسمائىل قاتارلىق دوستلىرىمغا شۇنداقلا كىتابىمنى ياقتۇرۇپ ئوقۇغان بارلىق ئوقۇرمەنلىرىمگە چىن قەلبىمدىن رەھمەت ئېيتىمەن 
data\F030_013.wav	تايمېس گېزىتى دە سپېربورگ ھوللۇۋۇدتىكى باشقا بەزى داڭدار كىشىلەرنىڭ بېسىمىغا ئۇچرىدى دېيىلدى 
data\F030_014.wav	بىلاياسىر يېزىسىدا موزدوزغا شاگىرت بولغان فومىچوف ھاياجان بىلەن مېنىڭ يۇي جىنى ئۆلتۈرۈشۈم ئەلنى ئويغىتىش ئۈچۈندۇر دەپ ۋارقىرىدى 
data\F030_015.wav	ئورتاق بولغانلىقى سەۋەبلىك ھەر بىرسىنىڭ ئايرىم بىر جۈزئىي ھېسابلانغانلىقى ئۈچۈن ھەر بىر سۆزدە ئىككىگە بۆلۈنگەن ۋە ھەر بىرسىنىڭ ھەر ئىككى جۇزئى زاتىنىڭ ئاساسىنى تەشكىل قىلغان بولاتتى 
data\F030_016.wav	ئوتتۇرا ئاسىيا خەلقلىرىنىڭ ئەڭ قەدىمكى ئېتىقادىدا شامان دىنىدىن ئىبارەت ئۇرۇقداشلىق دەۋرىگە مەنسۇپ بىر خىل مۇپەسسەل دىننىڭ مەۋجۇت بولغانلىقى نۇرغۇنلىغان تارىخىي كىتابلاردا قەيت قىلىنغان 
data\F030_017.wav	خەن ئەپەندىنىڭ ئالدى كەينىدە بۇ ھەقتە تەتقىقات ئېلىپ بارغان ئالىملاردىن نېيتىڭ خۇسىلاڭ بەيۋۇكۇجى يۈتيەنخېڭ جيەننېيخېڭ چېنيەنكې شەنكۇشيۇ سۇنشاڭ جېڭئېر قاتارلىقلار بار 
data\F030_019.wav	كېلنىكلىق ئىپادىلىرى ۋە ئاياللار بۆلۈمىدىكى تەكشۈرۈش نەتىجىلىرىگە ئاساسەن دىئاگنوز قويۇش ئانچە تەس ئەمەس ئەگەر بالىياتقۇ بوينى زېدىسى ئىككىنچى دەرىجىگە يەتكەن بولسا بالىياتقۇ بوينىدىن سۇۋالما ئېلىپ تەكشۈرۈپ راك ھۈجەيرىنىڭ بار يوقلىغىنى ئېنىقلايمىز 
data\F030_020.wav	مەن دۇئاگوي شەيخ مۇھەممەد سايىم سۇفى ئاللا يارى كېچە كۈندۈز بەلكى ھەمىشە مەزكۇر مازاردىكى ئۈچ تەن بۇزرۇگۋارنىڭ مۇقەددەس روھلىرىغا قۇرئان ئوقۇپ دۇئا قىلىمەن 
data\F031_001.wav	تاماق تەقسىملىگۈچى ساۋاقدىشىمىز يوغان داستا ئۇماچ ئېلىپ كېلەتتى 
data\F031_002.wav	دېھقانلىرىمىز ئىچىدىمۇ نېسى قىلىپ موتسىكلىت مىنىدىغانلار بار 
data\F031_003.wav	ئاقسۇدىن چىقىپ دوتەينىڭ يالىقىنى يالاپ چوڭ بولۇۋالغان ئالا بايتال زورلۇق زومبۇلۇق قىلىپ ئۇنىڭ كولخوز قېرىنداشلىرىنى باغلاپ ئۇرىدۇ 
data\F031_004.wav	ئۇنىڭ قاغا قۇزغۇنلارنىمۇ ياۋا توڭگۇزلارنىمۇ تىللىغۇسى كەلدى 
