data\F001_001.wav	biz nechche yil tirishish arqiliq bu qaqas yerni axiri munbet étizgha aylandurduq 
data\F034_014.wav	oq go jichyawning etrapida béshi üstide chiw pizh qilip ejel belgisi bermekte 
data\F034_015.wav	uchisigha qama yaqiliq en’gliye söknisidin tashlan’ghan juwa kiygen keke saqal ora köz oruq adem élixan törem idi 
data\F034_016.wav	u diplomatiyide gerche wangshijyédek bilimlik eqilliq bolmisimu sungziwéndin qélishmaytti 
data\F034_017.wav	wahap tarix qachqan mökken ezimetlerni toplap ularning bashliqigha aylandi 
data\F034_018.wav	bizning qurghan partiyimiz junggo kommunistik partiyisining bir yachéykisi bolup qalsa dep oylaymen 
data\F034_019.wav	ular ketkendin kéyin mirul mergenler gheniymet élin’ghan qorallarni atlargha artip mollaq bilen héytemni hajining qéshigha bashlap keldi 
data\F034_020.wav	hazirdin bashlap bu ishqa kosh qilishsila qanche köp bolsa shunche yaxshi 
data\F034_021.wav	kungzi telimatining terghibatchisi bolghan héliqi danishmen bash katip tawminyönmu asman xudasining dergahigha ewetiwétimen 
data\F035_001.wav	bu munewwer powést oqughuchilar arisida keng tesir qozghidi 
data\F035_002.wav	u albomni waraqlap olturup shérin eslimilerge gherq boldi 
data\F035_003.wav	qarashékerning tebi’iti mötidil öpkige nemlik yetküzidu 
data\F035_004.wav	derya yüzide peqet dolqunning kémige soqulghan awazila anglinip turatti 
data\F035_005.wav	u yene baqmichiliq téxnikisini yurtdashlirigha heqsiz ögetti 
data\F035_006.wav	buning arqidinla di’alogqa munasiwetlik so’al otturigha qoyulidu 
data\F035_007.wav	u étiqad üchün yehudiylar bilen teng ölüshni xalaydu 
data\F035_008.wav	kesipdashlar polat doxturning jasaritige apirin oquptu 
data\F035_010.wav	ilgiriki qoral tekshürüshlerning hemmisi meghlubiyet bilen axirlashti 
data\F035_011.wav	maralbéshi nahiyisidin bir yüz yigirme ikki chédirni yötkep keldi 
data\F035_012.wav	u da’im chéniqip turghachqa muskulliri intayin tereqqiy qilghan 
data\F035_013.wav	yamghur yenila yéghiwatidu bérish barmasliqimni bilmey qaldim 
data\F035_014.wav	pütün öyning ögzisini bir tal yoghan yaghach kötürüp turidu 
data\F035_015.wav	siz tekshürgen ehwalingizni köpchilikke tonushturup ötüng 
data\F035_016.wav	ularning güzel kelgüsige tolup tashqan ishenchsi bar 
data\F035_018.wav	hazir shuninggha teyyarliq qiliwatimen 
data\F036_001.wav	némishqa sha’irliqtin bir azraq nésiwem bolmighandu 
data\F036_002.wav	uning awazi ghazh ghuzh bom tene tehdit bilen yughurulghanidi 
data\F036_003.wav	tola kasildap chishingdin kettingmikin désem méngengdinmu kétipsen qéri johot 
data\F036_004.wav	dangqan yumulap ketti tulum otqa chüshüp pazh puzh awaz chiqti 
data\F036_005.wav	aldinqi septikiliri quyruqlirini yerge paq paq urushup changlarni tozutqan halda jenubqa qarap top péti qozghilip topurliship yürüp ketti 
data\F036_006.wav	hemmimiz tesirlen’gen bundaq peziletlik munasiwettin shadlan’ghan halda ashxanidin uzashtuq 
data\F036_007.wav	ular köche köche chyenfudung wenfoshya qatarliq jaylardin ötüp tilentagh etrapigha kélip orunlashti 
data\F036_008.wav	daniyilik alim hashlon uyghur charwichilarning beden tüzülüshini ölchigen 
data\F036_009.wav	ögzisi tekshi soqqa tam bora chengzidin qurulghan pakar pakar öylerdin qurulghan mehellining qingghir qiysiq kochilirida dessise pétip qalmaydighan yerlerni tépip méngish tolimu qiyin idi 
data\F036_010.wav	bu chaghda éysén senche soshning qarishi qandaq dégen so’al bilen darangngide chöchüp kettim 
data\F036_011.wav	yéngi qanun élan qilinsimu yolgha qoyulush jeryanida köpligen yéngi mesililerge düch kélidu we bezi mesililer saqlinidu 
data\F036_012.wav	ular ilgiri mushu rayonda yashighan négrolarning deslepki tipi ariliship ketken ahalilerge oxshaytti 
data\F036_013.wav	emma odghurmish we ögdülmish we padishahning qimmet qarashliri oxshimighan asaslar üstige qurulghanidi 
data\F036_014.wav	xua taw ependi öz kitabida burunqi tetqiqatchilarning tetqiqat netijiliridin bashqa islam aptorlirining hodud el alem qatarliq bir qisim eserliridiki munasiwetlik mezmunlarni sélishturup tetqiq qilish arqiliq mundaq yekün chiqarghan 
data\F036_015.wav	uchur dewridiki tarixiy tetqiqat hérodod we simachyendin tartip bashlan’ghan yazma bayan usulining del emeslikini körsetti 
data\F036_016.wav	yene tupraqni munbetleshtüridighan amu derya ayal ilahi ardiwsura bar 
data\F036_017.wav	buning üchün rewen igir kerepshe uruqi arpa bedyan rum bedyan juwine shohdanining her biridin teng miqdarda élip soqup tasqap hesel bilen arilashturup mejun qilinidu 
data\F036_018.wav	bu dora ashqazan soghup kétish ashqazanning doroqlaydighan yellik aghriqi hezim qilish nacharliqi qatarliq késellik alametlirini dawalaydu 
data\F036_020.wav	ular her qitim yipshén chaqnighanda warqiriship kökke rehmet iytip turghan yerlirini terk itidu we qilichlirini oynitidu 
data\F036_021.wav	ikki ming altinchi yil toqquzinchi ayning on beshinchi küni ottura asiya ma’arip merkizi qazaqistan döletlik kutupxana we muxtar awizow namidiki muzéy birlikte diwanu lughatit türkning rusche terjime nusxisini teqdim qilish murasimi ötküzdi 
data\F036_022.wav	mongghul partizanlirining bashliqliridin yirlégilén moqdur sirim qataliqlar we birqanche mongghul yigitlirimu teyyarliqta turghan iken derhal heriketlinip bizge ichki jehettin maslashti 
data\F036_023.wav	birawlar marishar enjan témidin birawlar derd elimidin tüf dédi 
data\F037_001.wav	karing néme balangza akangning yangzisi bar jumu tézrek bérip hajetxanengni tazilighina bongqush dep warqiraptimen achchiqimda 
data\F037_002.wav	islam’abad saqchi idarisining bashliqi chahdul iftixar muxbirlargha mundaq dédi isra’iliye saqchi da’iriliri zungtung kachafning jinsiy setchilikini tekshürüshni axirlashturup zungtung üstidin erz qilishni teklip qildu 
data\F037_003.wav	amérikining sherqiy asiya we tinch okyan ishlirigha mes’ul sabiq dölet ishliri yardemchisi jamés kégléy yéqinda mundaq dédi 
data\F037_004.wav	xewerde éytilishiche iran hökümitining ismini ashkarilashni xalimighan bir emeldari ikki hepte ilgiri ikkinchi türkümdiki bir yüz atmish töt séntrifugni ornitip bolduq dégen 
data\F037_005.wav	shinjang opéra ömiki orundighan chong tiptiki muzikiliq tiyatir muz taghqa kelgen méhman béyjingdin teklip qilin’ghan dangliq rizhéssor chéngwéy xanimning yétekchilikide bir qisim jayliri qayta özgertilgendin kéyin pat arida medeniyet ministirliki teshkilligen memliket boyiche on nadir tiyatir esirini tallash pa’aliyitige qatnashturulidiken 
data\F037_006.wav	hindistandiki néhru jemetige oxshash botto jemetimu pakistanning siyasiy sehnisidiki dangliq jemet idi 
data\F037_007.wav	u xochyuda partiye ezalirini mexpiy tereqqiy qildurghan 
data\F037_008.wav	bu yil kobdo ölkisi junggo shinjang bilen dostluq munasiwiti ornitip alaqidar hemkarliq kélishimi imzalandi 
data\F037_009.wav	mute’essiplerge mayil xodsun tetqiqatxanisining mes’uli kénnét wéstén iran we suriye bilen yene söhbetlishish toghrisidiki teklip üstide toxtalghanda mundaq dédi 
data\F037_010.wav	chingxua ünwérsitéti dungjing mektep rayoni asiya tetqiqatxanisining mudiri jégh kiniston mundaq dédi 
data\F037_011.wav	pakistan armiyisi bügün hatef üch belgilik qisqa musapilik zembirek oqisiman uchidighan bashqurulidighan bombini muweppeqiyetlik sinaq qildi 
data\F037_012.wav	ikkinchi dunya urushigha qeder bolghan ariliqta afriqidiki lébriye éfi’opiye misirdin bashqa orunlarning hemmisi jahan’girlarning mustemlikisi bolup qalghan 
data\F037_013.wav	ularning qara kök sarghuch hetta sel qizarghan közlirining qarishidin kirip kéliwatqan yigirme birinchi esirde uyghurlar we uyghur medeniyiti bu qedimiy zéminde dawamliq qed kötürüp algha tereqqiy étemdu yaki on ikki muqamning küy tékistliri bilen bille niye xarabisigha qoshna bolup qümluqning astigha kömülüp kétemdu dégen so’al op’ochuq bilinip turidu 
data\F037_014.wav	bolupmu bu eserning kep kitabxanlar bilen waqtida yuz körüshüshi üchün emeliy meydan hazirlap bergen tehrirlikte yétik maharet eserni élan qilishta temkin jasaret körsetken zhornalist shé u a ré medeniyiti zhurnilining mu’awin bash muherriri qürban mamut ependimge chin qelbimdin teshekkur éytimen we semimiy minnetdarliq bildurimen 
data\F037_015.wav	zubdetil qawanil ilaj namliq kitabining barliqi heqqidimu melumatlar bar 
data\F037_016.wav	ikki pirsentlik métil wi’olin sulfaglitsérin xuanggenyow besh pirsentlik térramitsin melhimi yaki pénsilin furatisillin melhimi qatarliqlarni ikki künde bir qétim sürkesh kérek 
data\F037_017.wav	toshqan pastéréllyuz késilini pénsilin sitréptomitsin sulfanilamid qatarliq dorilarni ishlitip késellikning aldini alghili dawalighili bolidu 
data\F037_018.wav	gepni oylap qile dostum qaysimizning dozaxqa kirdighinini alla özi bildu men sanga shuni dep qoyay qérindishim mana men özemning mushundaq yuriwersem dozaxqa kirdighanliqimni bilimen bir künliri özgürüp namaz oqup sawab ishlarni köp qilip jennetke barghudek emelde bolalisam jennetke kirimen 
data\F038_001.wav	shotlandiyidiki kona aqsöngek a’ilisidin bolghan robirt bulus mezkur kinodiki héliqi sésip kitidighan qérining oghli idi emma hiyliger shada pachaq idward xanliqni yohan bali’owrgha bergen bu ishtin kiyin idward firansiye bilen urush qozghap shotlandiyining padishahini firansiyige qarshi en’giliyege yardem birip esker chiqirishqa mejburlighan emma bu padishah uning gépini anglimay eksiche firansiye bilen kilishim imzaliwalghan 
data\F038_002.wav	en’gilye musteqillq géziti ning iyuldiki xewirige qarighanda éraq urushigha qatnashqan esker özlirining mezkur urushqa qatnishish jeryanida bigunah puqralarni xorlap öltürgenlikidek zorawanliqini ashkarilghan 
data\F038_003.wav	sen’et qol tekküzgili bolmaydighan nerse emes unimu adem wujudtqa keltürgen we özgertken nerse 
data\F038_004.wav	aygül uninggha özining shéxbéghi yolidiki sulyaw zawutining aldigha barmaqchi ikenlikini éytip uning motsiklitigha chiqti 
data\F038_005.wav	sha’irning pulgha zar chirikler bedxech yipek yurtida noruz qatarliq dastan hékayiliri memliket aptonum rayon derijilik ijadiyet mukapatlirigha érishti we uning munewwer shi’érlirdin tüzülgen déhqan bolmaq tes namliq qapliq ün’alghu léntisi neshir qilnip nechche on ming nusxa tarqitildi 
data\F038_006.wav	farabi nasir ibn exmet zamanida ottura asiyagha bir qétim kilip siyasi weziyet tüpeyli bu yerde qalalmay sultan seypud huzurigha seper qildi 
data\F038_007.wav	ular chaqchaqnimu heghdadigha yetküzüp qildi 
data\F038_008.wav	ular sünen we musned digen namlar bilen tonuldi 
data\F038_009.wav	méning oynighan topumni körünglar 
data\F038_011.wav	chüshendürüshnamida keshpiyat yaki emeliy yéngi tip éniq we mukemmel chüshendürülüshi kérek zörürtépilghanda chértyuzhliri qoshumche qilinishi kérek 
data\F038_012.wav	on nechche sayahetchi sayahet yétekchisi eyrisning bashchiliqida saynt zhérmayn péd rayonidiki piyade sayahitini bashlidi 
data\F038_013.wav	aldinqisining wekili mirawigh kéyinkisining wekili béktash 
data\F038_014.wav	ular qomandani qapughchi oghli mustapaning bashchiliqida paytext istanbulgha kirip beyge meydanida chong lagér qurdi 
data\F038_015.wav	yigirme sekkizinchi küni yoshurun tehdittin xaliy bolush üchün chérchil paraxot etritini shimaldiki shimaliy déngizning tumanliq sikapawéxlow urush bazisigha yötkidi 
data\F038_016.wav	qishta gaz ochaqqa ot yaqimen yazda yelpügüch bilen yelpüymen 
data\F038_017.wav	eger yüen sulalisining tarixini chindin tetqiq qilmaqchi ikensiler tojyenapuning ana tilini bilmey bolmaydu 
data\F038_018.wav	emeldarlar ebjex kéreksiz miltiq yaraghlarni sétiwélip ejnebiylerning konirap ishtin chiqqan nersilirige yol tépip béridiken 
data\F038_019.wav	milliy itiqadshunaslar alwasti mijezni yaman köridu lékin özliri konséssiyilerde olturup jofri kochisi dégendek ghelite isimlarni yazidu 
data\F038_020.wav	bash wezir rin jigu xorinji xéy shingén qatarliq kishiler üstidin shikayet qilip asiyliq qilish niytide bolghan dédi 
data\F038_021.wav	bu bayramning tebi’etni küyleshtin ibaret zox shox bezme ussulliri rawajlandi 
data\F038_022.wav	jenubiy yol udun jujuf qirpane qatarliq jaylarni bésip ötidu 
data\F038_023.wav	hezriti ishan fonggi xelipe qilich xanni dunyadin yoqitip polat xanni uning ornigha tiklenglar dep buyruq qiptu 
data\F038_024.wav	chayxana xojayini xoxül dojyé aldinqi mezgilde chayxanamning sodisi az tola tesirge uchrighan idi hazir sodam asasen eslige keldi didi 
data\F039_001.wav	u bir mezgil pir ustazning xizmitide bolghandin kéyin yurti xoten laykusgha qaytip kélip xoten xelqining saqliqni saqlash ishliri üchün jan köydürüp ishligen we nurghun qimmetlik eserlerni yézip uyghur tébabitige öchmes töhpilerni qoshqan 
data\F039_002.wav	baldur mewjudqa kelgen démukiratiye oxshimighan tarmaq birleshmiler we asasiy qatlamlarning éqtisadning ajiz boliwatqanliqining sewebi bolishi mumkin 
data\F039_003.wav	ular axiri bir türküm sahibjamal közning yéghini yeydighan dédek chörilerni élip kirip muradning amraq toqali shefiyege bolghan diqqet nezirini burimaqchi boldi 
data\F039_004.wav	u chaghlarda mekteplerning xizmitini tekshürüsh intayin inchike emeliy élip bérilatti hazirqidek ishxanigha soliniwilip bir döwe san sifir arxip bilen jédelliship künni kech qilidighan bola bolmas xulase qilip özini we bashqilarni aldap ötidighan ishlar yoq déyerlik idi 
data\F039_005.wav	otturida toshqan siyaqida niqablan’ghan uzun quyruqluq bir adem ussul kaltikini tutup qizqchiliq qiliwatqan uning ong teripide biri shir biri uzun quyruqluq haywan siyaqida niqablan’ghan ikki adem uning bir putigha ésilip asman ilahidin yamghur tilewatqan qiyapette ussul oynawatqan idi 
data\F039_006.wav	arqidinla züy shyating shyawchünting rawaqliri we yöwéy sawtang yeni hazirqi kölning jenubiy qirghiqidiki resimxanini saldurghan we bu baghchini tunglé baghchisi dep atighan 
data\F039_007.wav	mawu éwan kroklinkofning öyi boway qirghaqtiki bir öyni körsetti uningdin ötsingiz bélinlégh wolodkin we znowyéflarning öyi 
data\F039_008.wav	astronomiye jehette xubblé durbuni alemning zadi qanchilik chongluqini mölcherliyelmigen bolsimu emma yer sharida turup érishkili bolmaydighan nurghun astronomiye uchurlirini yetküzüp bermekte 
data\F039_009.wav	dexli teruz qilghuchining ziyankeshlikige uchrighuchigha tölem tölesh mesilisi toghrisidiki kélishim bilim mülük hoquqi délosida ziyanni töleshke höküm qilishning omumiy prinsipi 
data\F039_010.wav	wehalenki ene shu heshemetlik zor paraxot atlantik okyanni toghrisigha késip ötüp nyu yorkqa bérish sepiride bextke qarshi muz taghqa soqulup chöküp ketti 
data\F039_011.wav	u horlandurup dawalash dora süyige chilinip dawalash boghum ariliqigha chüshken suni tartip élish dora tartish shamche qoyush qatarliq dawalash usullirini qollinip yaxshi ünümge ériship keng xelq ammisining qollishi we hörmitige sazawer bolghan 
data\F039_012.wav	bu yil atmish töt yashqa kirgen burmixan moldo ulughchat nahiyisidiki qirghiz charwichi bolup on toqquz yéshida qarachal dönggörmö béli tagh éghizi da chégra qoghdighuchi bolghandin buyan yashliqini wetinimizning chégrini qoghdash ishlirigha ün tinsiz béghishlighan 
data\F039_013.wav	toqquzinchi ayning on beshinchi küni yetmish yashliq chémbérlén tunji qétim ayropilan’gha olturup yette sa’etlik uzun musapini bésip gérmaniyining eng chétidiki bérchtésgadén’gha qarap uchup üchinchi impériye ning bashliqi gitlér bilen körüshüsh üchün mangdi 
data\F039_014.wav	bu dölet kücheygen waqitlarda térritoriyisi seddichinni pasil qilip sherqte lyawxéghiche gherbte pamirghiche shimalda bayqal köligiche sozulghan 
data\F039_015.wav	ap’aq ghoja öz waqtida ashu ilimdarlarni öltüriwetmigen bolsa belkim bizning arimizdin niyoton éynishtiyinlar chiqip atom bombisi yasap partlitip dunyani weyran qilghan bolushi mumkin idi 
data\F039_016.wav	méwilik derexlerdiki yélim éqish bir xil fizi’ologiyilik késel bolup asasliqi jigde örük shaptul toghach qara’örük eynula algrat gilas qatarliq qattiq üchkilik méwilik derexlerning hemmiside peyda bolidu 
data\F039_018.wav	istitik terbiye oqughuchilarni musteqilliq rohini qedirleydighan öz izzet hörmitini saqlaydighan alijanap peziletni yétildürüp özige özi xoja bolush barawer bolushqa chaqirip oqughuchilarning jem’iyetke bolghan mes’uliyetchanliq tuyghisini tiklep shexsiy pisxikisini normal tereqqi qilishqa yitekleydu 
data\F039_019.wav	intayin az perq bilen méksika zungtung saylimida meghlup bolghandin kéyin lopéz owlador kishilerge rehberlik qilip keng kölemlik namayish qiliwatidu 
data\F039_020.wav	ular ilgirimu bezi ishlarni qilip baqqan axirida hemmisi yérim yolda tashlap qoyghan ular bolsa saxta arzusidiki ademler aghzida gep bar qolidin ish kelmeydu 
data\F039_021.wav	jyang we uning sawaqdashlirigha nisbeten éytqanda komunizm bolsa bir qutuldurghuchi u yapun alwastiliri we rezil gomindang hökümran goruhlirini tarmar qilishtiki ammiwi heriket 
data\F039_022.wav	qasim organ gézitide maqale élan qilip bérgébrokéllér piwixansida nutuq sözlep qutratquluq qilghan 
data\F039_023.wav	hetta qilich yaki qalqan taqighan batur jengchimu néméy orminidin tirik chiqmaydiken chünki qoral yirtquch shir aldida ajizliq qilidiken uning térisini neyzimu oqya oqimu téship ötelmeydiken 
data\F040_001.wav	bu urushta junggoning duch kelgini teywenni qayturwalalmasliq emes belki shinjang shizang ichki mongghuldin ayrilip qélish chünki junggu alliburun teywen rehberlirige peqet junggu teywen dep qollansanglar biz silerge dexli qilmaymiz pütün herbi siyasi hoquq öz qolunglarda dep bayanat élan qildi 
data\F040_002.wav	turmushimizda aqmuch qarimuch zenjiwil qowzaq darchin moza qatarliq issiqliqqa mayil dora dermeklerni yumshaq soqup tére yüzige tekshi chépilidu 
data\F040_003.wav	u lénin’grad qorshawda qalghan künlerde erkin bilen xizmet tüpeyli tonushup qalghanidi erkin tamamen ishinetti 
data\F040_004.wav	güzel sen’et dersni öginishte uzaq mezgildin buyan ortaq tonush shekillenmigechke penning orni heddidin ziyade artuq tekitlinip güzel sen’et kespiy bilimlirige we iqtidarlirigha heddidin ziyade ehmiyet bérilgen 
data\F040_005.wav	sherqqe yürüsh qilghan dara we iskender zulqer neyinning üzül késil halakitining pütünley eksiche sumérlar ari’anlar sikitay sak hon we awarlar saljuq we mongghullar témürleng we babur chewendazliri qara déngiz sahili misir diyari rim impériyisi misuputamiye wadisi iran égizliki we hind derya wdilirigha menggülük étnik hüjeyre we medeniyet uruqliri chéchip kétishkenlikini héchkim inkar qilalighan emes 
data\F040_006.wav	u melike roshen arqiliqla özining ordidiki wekili is’haqbegning mal mülki daraning tekshürüp péchetlishige uchrighanliqidin hemde eger u dékkandin esker bashlap chiqsa jodpur shahi jaswantning qoshun tartip zepke hujum qilmaqchi bolghanliqidin xewer tapqan 
data\F040_007.wav	shipaxanimizning qurghuchiliridin biri bolghan péshqedem téwip merhum muhemmet’éli axun xelpitim mezkur késellik üstide bir qeder chongqur izdinip doxturxanimizgha ziqqini dawalashtiki ünümlük rétsépi funbeni qaldurghan idi 
data\F040_009.wav	men kitabimda bu pakitning wujudumda chéxofche girwek tesiratini qandaq urghutqanliqini shundaqla yene bir jehette qandaq qilip özümdiki eyniyetke guman qozghighanliqini tepsiliy teswirlidim 
data\F040_010.wav	kün bilen qaplan’ghan qolyazmining uzunluqi on sekkiz santimétir kengliki on bir santimétir qélinliqi töt santimétir bolup bash teripige ghérib senem dastani uningdin kéyin sultani jemjeme dastani axirigha méwiler wesfi namliq shé’ir köchürülgen 
data\F040_011.wav	mu’awin komitét bashliqliridin tyéying chéngsiwéy jyalu jéngxua shyulyen ding shisün yongshyang oyunchémig yighin’gha qatnashti 
data\F040_012.wav	bu küni bifezlihé wel uqabu bi’edlihé wele yedjibu shey’un dehriy shahning leshkerliri qetl qirghin qiliniptu 
data\F040_013.wav	aratürük terepte sadiq qormal bashchiliqidiki qozghilangchilardin yéngilip sheherge chékinip kéliwatqan ikki tuen yeni texminen ikki ming chérik shu küni axshimi köshöte éghizida qon’ghanidi 
data\F040_014.wav	mextumsula yaghach ayaghlargha süt hariqini toldurup nöwkerlerge bir birlep sunup hemmisini mest qiliwétiptu 
data\F040_015.wav	tashqirida soghuqning shunche qattiqliqigha derwaza aldidiki ikki tüp shemshadning qar muz bilen qaplinip ketkinige qarimay zal gürkirep köyüwatqan hollandche meshning issiqidin we partiye teshkilati chaqirghan matem yighinigha qatnishiwatqan alte kishining tiniqidin issip ketkenidi 
data\F040_016.wav	uruqidin ayrilghan ubni küdining siqilghan süyige bir kéche kündüz chilap qurutulghinidin ottuz besh gram hing yiltizi zire hölbe hormilning her biridin yette gramdin élinidu 
data\F041_001.wav	qitanlar tinjitish waqtida wu zétyen yaw yünzungning talantini bayqap uni sumrugh sariyining yandash beglikige östürgen kéyin dérénjining bash wezir qilishqa bolidu dégen teshebbus boyiche ayal padishah uni xanliq mu’ekkilige teng emelge östürgen 
data\F041_002.wav	xelchem islam delilqan mamiqan xojixan hakimof asanbék turdi jang shyuming abduqadir nesirdin yaw yungféng sérjé shéripqan qatarliqlarmu kolléktip qutluqlash pa’aliyitige qatnashti 
data\F041_003.wav	qedirsizlik xarliq sanga we manga hergiz xas emes shundaq iken qeddingni kötür etrapinggha qarap baq qelbingge eqide chirighini yaq mana bu nusret qedimining iptidasi ghalip we menilik hayatning bismillasi 
data\F041_004.wav	bu insanni yenila nepret bilen esleymiz bextsiz se’idiye jallat xénim qatarliq tarixi romanlargha reddiye béreligidek pakitingiz bolsa otturgha tashlang u romanlar asasen xeq ichidin toplinip retlinip royapqa chiqqan 
data\F041_005.wav	zeherlik ösümlükler terkibidiki zeherlik maddilarning türi xéli köp bolup asasliqi organik kislata ösümlük ishqari floris éfir qatarliqlarni öz ichige alidu 
data\F041_006.wav	nizhni nowgorodqa kelgende flot qirghiqida toxtap teyyarlighan eshyalarni qachilap dubwik dep atilidighan kémining hemrahliqida dawamliq algha qarap mangghan 
data\F041_007.wav	wéy xanish shanggüenwen bilen chaxchaq qilshqanda bu xil hésyatni bilgendin kéyin özining burunqi ashnisi wusensni wéy xanishqa körsetti 
data\F041_008.wav	bir ming toqquz yüz toqsan toqquzinchi yili rosiyede yüz bergen yehudiy qetli’amidin kéyin meydan’gha chiqqan zorawan yehudiy herikiti bu mezgilde girmaniylik héyklér peyghemberlerning sözlirige köre yehudiylarning pelestin’ge qaytishi namliq kitabini yazghan 
data\F041_009.wav	bu arqa qoru chawizning momisi newriliri adam bilen ugogha kömmiqonaq térighan jay iken 
data\F041_010.wav	harwikesh xuddi bir drammining rézhissoridek zeytunege eqil ögetmekte idi 
data\F041_011.wav	uning shu tebessum oynap turghan lewliride xep toxtap tur sen saqalliq yilpizni dégen menidiki istihza alametliri bilinip turatti 
data\F041_012.wav	apélsin postidin besh gram qongghuraqgüldin besh gram élip qaynitip ichse yashan’ghanlardiki yötelni dawalighili bolidu 
data\F041_013.wav	bilayasir yézisida mozdozgha shagirt bolghan fomichof hayajan bilen méning yuy jini öltürüshüm elni oyghitish üchündur dep warqiridi 
data\F041_014.wav	eskertip ötüshke tégishliki dora pürkigende choqum maska taqap meshghulat qilish kérek 
data\F041_015.wav	bordashning ottura mezgilige kelgende muwapiq miqdarda xuruchlarni qoshup bérish lazim 
data\F041_016.wav	nesridin ependi sheher hakimi se’id ibrahim sultan hediye qilghan öyde olturatti 
data\F041_017.wav	isit mushu judunda tamaqni issq yewalsangchu kashki didi ana qolidiki yastuqni qoyup löngge bilen balsining yüzini sürtüp 
data\F041_018.wav	mubada méni tonuydighan kishi bolup qalsa qandaq bolur dep ensiridi 
data\F041_019.wav	shunga kishiler nyuton’gha oxshashlargha teshna bolupla qalmay shékispérgha oxshash sha’irlarghimu boyilgha oxshashlarghila emes rapa’élgha oxshash ressamlarghimu kantqila emes bétxowén’gha oxshash muzikantlarghimu darwén’ghila emes karliligha oxshash ediblergimu teshna 
data\F041_020.wav	sopizm teriqetliri hindonéziye afriqining köp qismi we bashqa yiraq yerlerde jezb dep atishidighan bir xil rohiy tesir küchliri arqiliq eskerler teripidin fethi qilinmighan nurghun jaylarda islamning tarqilishi üchün zémin hazirlighan 
data\F041_021.wav	radokétsning mijezi jushqun ot yürek ziyaliy bashqilargha pütünley oxshimaytti 
data\F041_022.wav	bu ayropilan ikkinchi dékabir türkmenistan paytexti ashxabad ayrodromigha qon’ghan 
data\F041_023.wav	fewzi toghay ikki minginchi yili türkiyining büyük toghu zhurnilida pelestin we yehudiylar mesilisi dégen témida sultan abdulhemidning yehudiylar herikitini tenqid qilghan 
data\F042_001.wav	déhqanlirimiz ichidimu nési qilip motsiklit minidighanlar bar 
data\F042_002.wav	niyaz beg éger jabduqluq qara atni yéteklep chiqip awutxan’gha tutquzdi 
data\F042_003.wav	ah ishik quyashliq dunya bilen qarangghu zindanni ayrip turghuchi söyümlük ishik insan balisini xuda bergen erkinlikdin mehrum qilghuchi yüzi qélin leniti ishik nawada sen tosuwalmighan bolsang qurt qongghuz hetta exlet chawalarmu erkin behrimen bolalaydighan quyash nuridin mehrum bolup sekkiz aydin béri mushu qarangghu zindan’gha bent bolarmidim 
data\F042_004.wav	bu dunyaning ötkünchi hadisiwi we mahiyetsizlikini teshebbus qilish baqiychiliq qarishida diniy perhizchilik terkiblirini uchratqili bolidu 
data\F042_005.wav	bu altun dewr on beshinchi esirning otturilirigha barghanda hazir biz atawatqan bélgiye lyuksémburg we gollandiye nédérland dölitining katolik diniy mez’hipidiki ispanlarning ishghaliyitige qarshi küresh qilish dawamida zawalliqqa yüz tutqan 
data\F042_006.wav	erler hökümranliqi pelsepe tüzümdiki bir qemiyette bir ayalning idiye jehettiki zor tosalghularni yéngish üchün qanchilik jasaretning kétidighanliqini shuning bilen birge alahide iqtidar we siyasiy jehettiki iqtidarning kéreklikini körüwélishqa bolatti 
data\F042_007.wav	bu ishlardin ganggirap qalghan haji boway néme déyishni bilmey turghanda héliqi boway éghiz échip telep iltijaliri bolsa éytsa bolidighanliqini shunisi ésiide bolsunki peqet birla telipini qanduralaydighanliqini hajitini bayan qilsa bolidighanliqini éytti 
data\F042_008.wav	yuqirida sözlen’gen riwayet epsaniwi mezmunlar xoten’ge sambhawa zamanida keshmirlik arxat teripidin buddizm tarqalghanliqidin dérek béridu 
data\F042_009.wav	wyétnamning dölet re’isi ruenmingjé on toqquzinchi noyabir paytext xanoyda yighin’gha qatnashqan rehberler imza qoyghan xanoy xitabnamisini jakarlidi 
data\F042_010.wav	chashqan mayiqi sebri qatarliq dorilar nem we issiqtin öz’ara chapliship kalleklishiwalidu 
data\F042_011.wav	u ékranni sürüp ikki métirdek yiraqlatqan bolsimu lékin yenila flu’orsént yoruqluqi chaqnaydu 
data\F042_012.wav	kushan yabghusi töt yabghuluqni özige birleshtürüp herbiy jehettin yéterlik kücheydi 
data\F042_013.wav	u deldengship dügjüp yürüp teritige aran teste chiqatti 
data\F042_014.wav	keshmirning merkizi muzeffer’abadta yettinchi öktebir xatirilesh pa’aliyiti ötküzüldi 
data\F042_015.wav	mongghuliyining kubsugul ölkiliride kelkün apiti yüz berdi 
data\F042_016.wav	amérika dölet katipi ottuzinchi noyabir yérusalémgha bérip isra’iliye zunglisi olmért bilen körüshti 
data\F042_017.wav	buzrukxan hakimiyitide qoqentlik yaqupbeg herbiy hoquqni igileydu 
data\F042_018.wav	u küni qattiq yamghur yéghiwatqachqa ayropilanning uchush waqti kéchiktürüldi 
data\F042_019.wav	kechte tamaq bélitimizning emeliy ehwaligha qarap ikki gramliq birer zaghra yaki kakcha alattuq 
